"calendarDate","startGMT","endGMT","activityLevel","key","startTimeGMT","endTimeGMT","startTimeLocal","endTimeLocal"
2025-08-28,"2025-08-28T08:36:24.0","2025-08-28T09:36:24.0",1,11,2025-08-28 08:36:24,2025-08-28 09:36:24,2025-08-28 04:36:24,2025-08-28 05:36:24
2025-08-28,"2025-08-28T09:36:24.0","2025-08-28T10:01:24.0",2,12,2025-08-28 09:36:24,2025-08-28 10:01:24,2025-08-28 05:36:24,2025-08-28 06:01:24
2025-08-28,"2025-08-28T10:01:24.0","2025-08-28T10:02:24.0",1,13,2025-08-28 10:01:24,2025-08-28 10:02:24,2025-08-28 06:01:24,2025-08-28 06:02:24
2025-08-28,"2025-08-28T10:02:24.0","2025-08-28T10:04:24.0",3,14,2025-08-28 10:02:24,2025-08-28 10:04:24,2025-08-28 06:02:24,2025-08-28 06:04:24
2025-08-28,"2025-08-28T10:04:24.0","2025-08-28T10:40:24.0",1,15,2025-08-28 10:04:24,2025-08-28 10:40:24,2025-08-28 06:04:24,2025-08-28 06:40:24
2025-08-30,"2025-08-30T06:16:14.0","2025-08-30T06:23:14.0",1,1,2025-08-30 06:16:14,2025-08-30 06:23:14,2025-08-30 02:16:14,2025-08-30 02:23:14
2025-08-30,"2025-08-30T06:23:14.0","2025-08-30T06:58:14.0",0,2,2025-08-30 06:23:14,2025-08-30 06:58:14,2025-08-30 02:23:14,2025-08-30 02:58:14
2025-08-30,"2025-08-30T06:58:14.0","2025-08-30T07:04:14.0",1,3,2025-08-30 06:58:14,2025-08-30 07:04:14,2025-08-30 02:58:14,2025-08-30 03:04:14
2025-08-30,"2025-08-30T07:04:14.0","2025-08-30T07:29:14.0",0,4,2025-08-30 07:04:14,2025-08-30 07:29:14,2025-08-30 03:04:14,2025-08-30 03:29:14
2025-08-30,"2025-08-30T07:29:14.0","2025-08-30T08:22:14.0",1,5,2025-08-30 07:29:14,2025-08-30 08:22:14,2025-08-30 03:29:14,2025-08-30 04:22:14
2025-08-30,"2025-08-30T08:22:14.0","2025-08-30T08:52:14.0",0,6,2025-08-30 08:22:14,2025-08-30 08:52:14,2025-08-30 04:22:14,2025-08-30 04:52:14
2025-08-30,"2025-08-30T08:52:14.0","2025-08-30T09:16:14.0",1,7,2025-08-30 08:52:14,2025-08-30 09:16:14,2025-08-30 04:52:14,2025-08-30 05:16:14
2025-08-30,"2025-08-30T09:16:14.0","2025-08-30T09:30:14.0",0,8,2025-08-30 09:16:14,2025-08-30 09:30:14,2025-08-30 05:16:14,2025-08-30 05:30:14
2025-08-30,"2025-08-30T09:30:14.0","2025-08-30T09:46:14.0",1,9,2025-08-30 09:30:14,2025-08-30 09:46:14,2025-08-30 05:30:14,2025-08-30 05:46:14
2025-08-30,"2025-08-30T09:46:14.0","2025-08-30T10:05:14.0",2,10,2025-08-30 09:46:14,2025-08-30 10:05:14,2025-08-30 05:46:14,2025-08-30 06:05:14
2025-08-30,"2025-08-30T10:05:14.0","2025-08-30T10:13:14.0",1,11,2025-08-30 10:05:14,2025-08-30 10:13:14,2025-08-30 06:05:14,2025-08-30 06:13:14
2025-08-30,"2025-08-30T10:13:14.0","2025-08-30T10:20:14.0",2,12,2025-08-30 10:13:14,2025-08-30 10:20:14,2025-08-30 06:13:14,2025-08-30 06:20:14
2025-08-30,"2025-08-30T10:20:14.0","2025-08-30T10:43:14.0",1,13,2025-08-30 10:20:14,2025-08-30 10:43:14,2025-08-30 06:20:14,2025-08-30 06:43:14
2025-08-30,"2025-08-30T10:43:14.0","2025-08-30T10:48:14.0",2,14,2025-08-30 10:43:14,2025-08-30 10:48:14,2025-08-30 06:43:14,2025-08-30 06:48:14
2025-08-30,"2025-08-30T10:48:14.0","2025-08-30T11:02:14.0",1,15,2025-08-30 10:48:14,2025-08-30 11:02:14,2025-08-30 06:48:14,2025-08-30 07:02:14
2025-08-30,"2025-08-30T11:02:14.0","2025-08-30T11:03:14.0",3,16,2025-08-30 11:02:14,2025-08-30 11:03:14,2025-08-30 07:02:14,2025-08-30 07:03:14
2025-08-30,"2025-08-30T11:03:14.0","2025-08-30T11:18:14.0",1,17,2025-08-30 11:03:14,2025-08-30 11:18:14,2025-08-30 07:03:14,2025-08-30 07:18:14
2025-08-30,"2025-08-30T11:18:14.0","2025-08-30T12:05:14.0",2,18,2025-08-30 11:18:14,2025-08-30 12:05:14,2025-08-30 07:18:14,2025-08-30 08:05:14
2025-08-30,"2025-08-30T12:05:14.0","2025-08-30T12:31:14.0",1,19,2025-08-30 12:05:14,2025-08-30 12:31:14,2025-08-30 08:05:14,2025-08-30 08:31:14
2025-08-30,"2025-08-30T12:31:14.0","2025-08-30T12:39:14.0",3,20,2025-08-30 12:31:14,2025-08-30 12:39:14,2025-08-30 08:31:14,2025-08-30 08:39:14
2025-08-30,"2025-08-30T12:39:14.0","2025-08-30T12:49:14.0",1,21,2025-08-30 12:39:14,2025-08-30 12:49:14,2025-08-30 08:39:14,2025-08-30 08:49:14
2025-08-30,"2025-08-30T12:49:14.0","2025-08-30T13:07:14.0",2,22,2025-08-30 12:49:14,2025-08-30 13:07:14,2025-08-30 08:49:14,2025-08-30 09:07:14
2025-08-31,"2025-08-31T05:21:55.0","2025-08-31T05:31:55.0",1,1,2025-08-31 05:21:55,2025-08-31 05:31:55,2025-08-31 01:21:55,2025-08-31 01:31:55
2025-08-31,"2025-08-31T05:31:55.0","2025-08-31T06:09:55.0",0,2,2025-08-31 05:31:55,2025-08-31 06:09:55,2025-08-31 01:31:55,2025-08-31 02:09:55
2025-08-31,"2025-08-31T06:09:55.0","2025-08-31T06:14:55.0",3,3,2025-08-31 06:09:55,2025-08-31 06:14:55,2025-08-31 02:09:55,2025-08-31 02:14:55
2025-08-31,"2025-08-31T06:14:55.0","2025-08-31T06:30:55.0",1,4,2025-08-31 06:14:55,2025-08-31 06:30:55,2025-08-31 02:14:55,2025-08-31 02:30:55
2025-08-31,"2025-08-31T06:30:55.0","2025-08-31T06:31:55.0",3,5,2025-08-31 06:30:55,2025-08-31 06:31:55,2025-08-31 02:30:55,2025-08-31 02:31:55
2025-08-31,"2025-08-31T06:31:55.0","2025-08-31T06:37:55.0",1,6,2025-08-31 06:31:55,2025-08-31 06:37:55,2025-08-31 02:31:55,2025-08-31 02:37:55
2025-08-31,"2025-08-31T06:37:55.0","2025-08-31T06:49:55.0",0,7,2025-08-31 06:37:55,2025-08-31 06:49:55,2025-08-31 02:37:55,2025-08-31 02:49:55
2025-08-31,"2025-08-31T06:49:55.0","2025-08-31T07:15:55.0",1,8,2025-08-31 06:49:55,2025-08-31 07:15:55,2025-08-31 02:49:55,2025-08-31 03:15:55
2025-08-31,"2025-08-31T07:15:55.0","2025-08-31T07:30:55.0",2,9,2025-08-31 07:15:55,2025-08-31 07:30:55,2025-08-31 03:15:55,2025-08-31 03:30:55
2025-08-31,"2025-08-31T07:30:55.0","2025-08-31T08:04:55.0",1,10,2025-08-31 07:30:55,2025-08-31 08:04:55,2025-08-31 03:30:55,2025-08-31 04:04:55
2025-08-31,"2025-08-31T08:04:55.0","2025-08-31T08:42:55.0",0,11,2025-08-31 08:04:55,2025-08-31 08:42:55,2025-08-31 04:04:55,2025-08-31 04:42:55
2025-08-31,"2025-08-31T08:42:55.0","2025-08-31T08:46:55.0",3,12,2025-08-31 08:42:55,2025-08-31 08:46:55,2025-08-31 04:42:55,2025-08-31 04:46:55
2025-08-31,"2025-08-31T08:46:55.0","2025-08-31T09:38:55.0",1,13,2025-08-31 08:46:55,2025-08-31 09:38:55,2025-08-31 04:46:55,2025-08-31 05:38:55
2025-09-01,"2025-09-01T04:43:58.0","2025-09-01T04:55:58.0",1,1,2025-09-01 04:43:58,2025-09-01 04:55:58,2025-09-01 00:43:58,2025-09-01 00:55:58
2025-09-01,"2025-09-01T04:55:58.0","2025-09-01T05:38:58.0",0,2,2025-09-01 04:55:58,2025-09-01 05:38:58,2025-09-01 00:55:58,2025-09-01 01:38:58
2025-09-01,"2025-09-01T05:38:58.0","2025-09-01T05:51:58.0",1,3,2025-09-01 05:38:58,2025-09-01 05:51:58,2025-09-01 01:38:58,2025-09-01 01:51:58
2025-09-01,"2025-09-01T05:51:58.0","2025-09-01T06:02:58.0",2,4,2025-09-01 05:51:58,2025-09-01 06:02:58,2025-09-01 01:51:58,2025-09-01 02:02:58
2025-09-01,"2025-09-01T06:02:58.0","2025-09-01T06:11:58.0",1,5,2025-09-01 06:02:58,2025-09-01 06:11:58,2025-09-01 02:02:58,2025-09-01 02:11:58
2025-09-01,"2025-09-01T06:11:58.0","2025-09-01T06:32:58.0",0,6,2025-09-01 06:11:58,2025-09-01 06:32:58,2025-09-01 02:11:58,2025-09-01 02:32:58
2025-09-01,"2025-09-01T06:32:58.0","2025-09-01T06:49:58.0",1,7,2025-09-01 06:32:58,2025-09-01 06:49:58,2025-09-01 02:32:58,2025-09-01 02:49:58
2025-09-01,"2025-09-01T06:49:58.0","2025-09-01T07:18:58.0",0,8,2025-09-01 06:49:58,2025-09-01 07:18:58,2025-09-01 02:49:58,2025-09-01 03:18:58
2025-09-01,"2025-09-01T07:18:58.0","2025-09-01T07:53:58.0",1,9,2025-09-01 07:18:58,2025-09-01 07:53:58,2025-09-01 03:18:58,2025-09-01 03:53:58
2025-09-01,"2025-09-01T07:53:58.0","2025-09-01T08:08:58.0",2,10,2025-09-01 07:53:58,2025-09-01 08:08:58,2025-09-01 03:53:58,2025-09-01 04:08:58
2025-09-01,"2025-09-01T08:08:58.0","2025-09-01T08:09:58.0",3,11,2025-09-01 08:08:58,2025-09-01 08:09:58,2025-09-01 04:08:58,2025-09-01 04:09:58
2025-09-01,"2025-09-01T08:09:58.0","2025-09-01T08:30:58.0",1,12,2025-09-01 08:09:58,2025-09-01 08:30:58,2025-09-01 04:09:58,2025-09-01 04:30:58
2025-09-01,"2025-09-01T08:30:58.0","2025-09-01T08:41:58.0",0,13,2025-09-01 08:30:58,2025-09-01 08:41:58,2025-09-01 04:30:58,2025-09-01 04:41:58
2025-09-01,"2025-09-01T08:41:58.0","2025-09-01T09:38:58.0",1,14,2025-09-01 08:41:58,2025-09-01 09:38:58,2025-09-01 04:41:58,2025-09-01 05:38:58
2025-09-01,"2025-09-01T09:38:58.0","2025-09-01T09:49:58.0",2,15,2025-09-01 09:38:58,2025-09-01 09:49:58,2025-09-01 05:38:58,2025-09-01 05:49:58
2025-09-01,"2025-09-01T09:49:58.0","2025-09-01T10:10:58.0",1,16,2025-09-01 09:49:58,2025-09-01 10:10:58,2025-09-01 05:49:58,2025-09-01 06:10:58
2025-09-01,"2025-09-01T10:10:58.0","2025-09-01T10:18:58.0",3,17,2025-09-01 10:10:58,2025-09-01 10:18:58,2025-09-01 06:10:58,2025-09-01 06:18:58
2025-09-01,"2025-09-01T10:18:58.0","2025-09-01T10:35:58.0",1,18,2025-09-01 10:18:58,2025-09-01 10:35:58,2025-09-01 06:18:58,2025-09-01 06:35:58
2025-09-01,"2025-09-01T10:35:58.0","2025-09-01T10:39:58.0",3,19,2025-09-01 10:35:58,2025-09-01 10:39:58,2025-09-01 06:35:58,2025-09-01 06:39:58
2025-09-01,"2025-09-01T10:39:58.0","2025-09-01T11:21:58.0",1,20,2025-09-01 10:39:58,2025-09-01 11:21:58,2025-09-01 06:39:58,2025-09-01 07:21:58
2025-09-01,"2025-09-01T11:21:58.0","2025-09-01T11:36:58.0",2,21,2025-09-01 11:21:58,2025-09-01 11:36:58,2025-09-01 07:21:58,2025-09-01 07:36:58
2025-09-01,"2025-09-01T11:36:58.0","2025-09-01T12:21:58.0",1,22,2025-09-01 11:36:58,2025-09-01 12:21:58,2025-09-01 07:36:58,2025-09-01 08:21:58
2025-09-02,"2025-09-02T01:41:59.0","2025-09-02T01:51:59.0",1,1,2025-09-02 01:41:59,2025-09-02 01:51:59,2025-09-01 21:41:59,2025-09-01 21:51:59
2025-09-02,"2025-09-02T01:51:59.0","2025-09-02T02:20:59.0",0,2,2025-09-02 01:51:59,2025-09-02 02:20:59,2025-09-01 21:51:59,2025-09-01 22:20:59
2025-09-02,"2025-09-02T02:20:59.0","2025-09-02T02:26:59.0",1,3,2025-09-02 02:20:59,2025-09-02 02:26:59,2025-09-01 22:20:59,2025-09-01 22:26:59
2025-09-02,"2025-09-02T02:26:59.0","2025-09-02T02:48:59.0",0,4,2025-09-02 02:26:59,2025-09-02 02:48:59,2025-09-01 22:26:59,2025-09-01 22:48:59
2025-09-02,"2025-09-02T02:48:59.0","2025-09-02T03:42:59.0",1,5,2025-09-02 02:48:59,2025-09-02 03:42:59,2025-09-01 22:48:59,2025-09-01 23:42:59
2025-09-02,"2025-09-02T03:42:59.0","2025-09-02T04:02:59.0",0,6,2025-09-02 03:42:59,2025-09-02 04:02:59,2025-09-01 23:42:59,2025-09-02 00:02:59
2025-09-02,"2025-09-02T04:02:59.0","2025-09-02T05:39:59.0",1,7,2025-09-02 04:02:59,2025-09-02 05:39:59,2025-09-02 00:02:59,2025-09-02 01:39:59
2025-09-02,"2025-09-02T05:39:59.0","2025-09-02T05:52:59.0",0,8,2025-09-02 05:39:59,2025-09-02 05:52:59,2025-09-02 01:39:59,2025-09-02 01:52:59
2025-09-02,"2025-09-02T05:52:59.0","2025-09-02T06:02:59.0",1,9,2025-09-02 05:52:59,2025-09-02 06:02:59,2025-09-02 01:52:59,2025-09-02 02:02:59
2025-09-02,"2025-09-02T06:02:59.0","2025-09-02T06:12:59.0",2,10,2025-09-02 06:02:59,2025-09-02 06:12:59,2025-09-02 02:02:59,2025-09-02 02:12:59
2025-09-02,"2025-09-02T06:12:59.0","2025-09-02T06:22:59.0",1,11,2025-09-02 06:12:59,2025-09-02 06:22:59,2025-09-02 02:12:59,2025-09-02 02:22:59
2025-09-02,"2025-09-02T06:22:59.0","2025-09-02T06:31:59.0",0,12,2025-09-02 06:22:59,2025-09-02 06:31:59,2025-09-02 02:22:59,2025-09-02 02:31:59
2025-09-02,"2025-09-02T06:31:59.0","2025-09-02T06:43:59.0",1,13,2025-09-02 06:31:59,2025-09-02 06:43:59,2025-09-02 02:31:59,2025-09-02 02:43:59
2025-09-02,"2025-09-02T06:43:59.0","2025-09-02T07:22:59.0",2,14,2025-09-02 06:43:59,2025-09-02 07:22:59,2025-09-02 02:43:59,2025-09-02 03:22:59
2025-09-02,"2025-09-02T07:22:59.0","2025-09-02T07:27:59.0",1,15,2025-09-02 07:22:59,2025-09-02 07:27:59,2025-09-02 03:22:59,2025-09-02 03:27:59
2025-09-03,"2025-09-03T02:09:14.0","2025-09-03T02:12:14.0",1,1,2025-09-03 02:09:14,2025-09-03 02:12:14,2025-09-02 22:09:14,2025-09-02 22:12:14
2025-09-03,"2025-09-03T02:12:14.0","2025-09-03T03:07:14.0",0,2,2025-09-03 02:12:14,2025-09-03 03:07:14,2025-09-02 22:12:14,2025-09-02 23:07:14
2025-09-03,"2025-09-03T03:07:14.0","2025-09-03T03:20:14.0",1,3,2025-09-03 03:07:14,2025-09-03 03:20:14,2025-09-02 23:07:14,2025-09-02 23:20:14
2025-09-03,"2025-09-03T03:20:14.0","2025-09-03T03:26:14.0",2,4,2025-09-03 03:20:14,2025-09-03 03:26:14,2025-09-02 23:20:14,2025-09-02 23:26:14
2025-09-03,"2025-09-03T03:26:14.0","2025-09-03T03:33:14.0",1,5,2025-09-03 03:26:14,2025-09-03 03:33:14,2025-09-02 23:26:14,2025-09-02 23:33:14
2025-09-03,"2025-09-03T03:33:14.0","2025-09-03T03:41:14.0",0,6,2025-09-03 03:33:14,2025-09-03 03:41:14,2025-09-02 23:33:14,2025-09-02 23:41:14
2025-09-03,"2025-09-03T03:41:14.0","2025-09-03T03:48:14.0",1,7,2025-09-03 03:41:14,2025-09-03 03:48:14,2025-09-02 23:41:14,2025-09-02 23:48:14
2025-09-03,"2025-09-03T03:48:14.0","2025-09-03T03:55:14.0",0,8,2025-09-03 03:48:14,2025-09-03 03:55:14,2025-09-02 23:48:14,2025-09-02 23:55:14
2025-09-03,"2025-09-03T03:55:14.0","2025-09-03T03:56:14.0",3,9,2025-09-03 03:55:14,2025-09-03 03:56:14,2025-09-02 23:55:14,2025-09-02 23:56:14
2025-09-03,"2025-09-03T03:56:14.0","2025-09-03T04:06:14.0",1,10,2025-09-03 03:56:14,2025-09-03 04:06:14,2025-09-02 23:56:14,2025-09-03 00:06:14
2025-09-03,"2025-09-03T04:06:14.0","2025-09-03T04:20:14.0",0,11,2025-09-03 04:06:14,2025-09-03 04:20:14,2025-09-03 00:06:14,2025-09-03 00:20:14
2025-09-03,"2025-09-03T04:20:14.0","2025-09-03T04:21:14.0",3,12,2025-09-03 04:20:14,2025-09-03 04:21:14,2025-09-03 00:20:14,2025-09-03 00:21:14
2025-09-03,"2025-09-03T04:21:14.0","2025-09-03T07:20:14.0",1,13,2025-09-03 04:21:14,2025-09-03 07:20:14,2025-09-03 00:21:14,2025-09-03 03:20:14
2025-09-03,"2025-09-03T07:20:14.0","2025-09-03T07:33:14.0",0,14,2025-09-03 07:20:14,2025-09-03 07:33:14,2025-09-03 03:20:14,2025-09-03 03:33:14
2025-09-03,"2025-09-03T07:33:14.0","2025-09-03T07:46:14.0",1,15,2025-09-03 07:33:14,2025-09-03 07:46:14,2025-09-03 03:33:14,2025-09-03 03:46:14
2025-09-03,"2025-09-03T07:46:14.0","2025-09-03T07:47:14.0",3,16,2025-09-03 07:46:14,2025-09-03 07:47:14,2025-09-03 03:46:14,2025-09-03 03:47:14
2025-09-03,"2025-09-03T07:47:14.0","2025-09-03T08:51:14.0",1,17,2025-09-03 07:47:14,2025-09-03 08:51:14,2025-09-03 03:47:14,2025-09-03 04:51:14
2025-09-03,"2025-09-03T08:51:14.0","2025-09-03T09:05:14.0",2,18,2025-09-03 08:51:14,2025-09-03 09:05:14,2025-09-03 04:51:14,2025-09-03 05:05:14
2025-09-03,"2025-09-03T09:05:14.0","2025-09-03T09:55:14.0",1,19,2025-09-03 09:05:14,2025-09-03 09:55:14,2025-09-03 05:05:14,2025-09-03 05:55:14
2025-09-03,"2025-09-03T09:55:14.0","2025-09-03T09:56:14.0",3,20,2025-09-03 09:55:14,2025-09-03 09:56:14,2025-09-03 05:55:14,2025-09-03 05:56:14
2025-09-03,"2025-09-03T09:56:14.0","2025-09-03T10:06:14.0",1,21,2025-09-03 09:56:14,2025-09-03 10:06:14,2025-09-03 05:56:14,2025-09-03 06:06:14
2025-09-03,"2025-09-03T10:06:14.0","2025-09-03T10:55:14.0",2,22,2025-09-03 10:06:14,2025-09-03 10:55:14,2025-09-03 06:06:14,2025-09-03 06:55:14
2025-09-03,"2025-09-03T10:55:14.0","2025-09-03T11:02:14.0",1,23,2025-09-03 10:55:14,2025-09-03 11:02:14,2025-09-03 06:55:14,2025-09-03 07:02:14
2025-09-03,"2025-09-03T11:02:14.0","2025-09-03T11:03:14.0",3,24,2025-09-03 11:02:14,2025-09-03 11:03:14,2025-09-03 07:02:14,2025-09-03 07:03:14
2025-09-03,"2025-09-03T11:03:14.0","2025-09-03T11:19:14.0",1,25,2025-09-03 11:03:14,2025-09-03 11:19:14,2025-09-03 07:03:14,2025-09-03 07:19:14
2025-09-03,"2025-09-03T11:19:14.0","2025-09-03T11:32:14.0",2,26,2025-09-03 11:19:14,2025-09-03 11:32:14,2025-09-03 07:19:14,2025-09-03 07:32:14
2025-09-04,"2025-09-04T00:53:35.0","2025-09-04T01:31:35.0",1,1,2025-09-04 00:53:35,2025-09-04 01:31:35,2025-09-03 20:53:35,2025-09-03 21:31:35
2025-09-04,"2025-09-04T01:31:35.0","2025-09-04T01:35:35.0",3,2,2025-09-04 01:31:35,2025-09-04 01:35:35,2025-09-03 21:31:35,2025-09-03 21:35:35
2025-09-04,"2025-09-04T01:35:35.0","2025-09-04T01:45:35.0",1,3,2025-09-04 01:35:35,2025-09-04 01:45:35,2025-09-03 21:35:35,2025-09-03 21:45:35
2025-09-04,"2025-09-04T01:45:35.0","2025-09-04T01:57:35.0",0,4,2025-09-04 01:45:35,2025-09-04 01:57:35,2025-09-03 21:45:35,2025-09-03 21:57:35
2025-09-04,"2025-09-04T01:57:35.0","2025-09-04T02:02:35.0",1,5,2025-09-04 01:57:35,2025-09-04 02:02:35,2025-09-03 21:57:35,2025-09-03 22:02:35
2025-09-04,"2025-09-04T02:02:35.0","2025-09-04T03:09:35.0",3,6,2025-09-04 02:02:35,2025-09-04 03:09:35,2025-09-03 22:02:35,2025-09-03 23:09:35
2025-09-04,"2025-09-04T03:09:35.0","2025-09-04T03:19:35.0",1,7,2025-09-04 03:09:35,2025-09-04 03:19:35,2025-09-03 23:09:35,2025-09-03 23:19:35
2025-09-04,"2025-09-04T03:19:35.0","2025-09-04T03:28:35.0",0,8,2025-09-04 03:19:35,2025-09-04 03:28:35,2025-09-03 23:19:35,2025-09-03 23:28:35
2025-09-04,"2025-09-04T03:28:35.0","2025-09-04T03:29:35.0",3,9,2025-09-04 03:28:35,2025-09-04 03:29:35,2025-09-03 23:28:35,2025-09-03 23:29:35
2025-09-04,"2025-09-04T03:29:35.0","2025-09-04T04:43:35.0",1,10,2025-09-04 03:29:35,2025-09-04 04:43:35,2025-09-03 23:29:35,2025-09-04 00:43:35
2025-09-04,"2025-09-04T04:43:35.0","2025-09-04T04:58:35.0",3,11,2025-09-04 04:43:35,2025-09-04 04:58:35,2025-09-04 00:43:35,2025-09-04 00:58:35
2025-09-04,"2025-09-04T04:58:35.0","2025-09-04T05:09:35.0",1,12,2025-09-04 04:58:35,2025-09-04 05:09:35,2025-09-04 00:58:35,2025-09-04 01:09:35
2025-09-04,"2025-09-04T05:09:35.0","2025-09-04T05:28:35.0",0,13,2025-09-04 05:09:35,2025-09-04 05:28:35,2025-09-04 01:09:35,2025-09-04 01:28:35
2025-09-04,"2025-09-04T05:28:35.0","2025-09-04T05:32:35.0",3,14,2025-09-04 05:28:35,2025-09-04 05:32:35,2025-09-04 01:28:35,2025-09-04 01:32:35
2025-09-04,"2025-09-04T05:32:35.0","2025-09-04T06:21:35.0",1,15,2025-09-04 05:32:35,2025-09-04 06:21:35,2025-09-04 01:32:35,2025-09-04 02:21:35
2025-09-04,"2025-09-04T06:21:35.0","2025-09-04T06:46:35.0",0,16,2025-09-04 06:21:35,2025-09-04 06:46:35,2025-09-04 02:21:35,2025-09-04 02:46:35
2025-09-04,"2025-09-04T06:46:35.0","2025-09-04T07:43:35.0",1,17,2025-09-04 06:46:35,2025-09-04 07:43:35,2025-09-04 02:46:35,2025-09-04 03:43:35
2025-09-04,"2025-09-04T07:43:35.0","2025-09-04T07:48:35.0",2,18,2025-09-04 07:43:35,2025-09-04 07:48:35,2025-09-04 03:43:35,2025-09-04 03:48:35
2025-09-04,"2025-09-04T07:48:35.0","2025-09-04T08:07:35.0",1,19,2025-09-04 07:48:35,2025-09-04 08:07:35,2025-09-04 03:48:35,2025-09-04 04:07:35
2025-09-04,"2025-09-04T08:07:35.0","2025-09-04T08:08:35.0",3,20,2025-09-04 08:07:35,2025-09-04 08:08:35,2025-09-04 04:07:35,2025-09-04 04:08:35
2025-09-04,"2025-09-04T08:08:35.0","2025-09-04T08:24:35.0",1,21,2025-09-04 08:08:35,2025-09-04 08:24:35,2025-09-04 04:08:35,2025-09-04 04:24:35
2025-09-04,"2025-09-04T08:24:35.0","2025-09-04T08:30:35.0",3,22,2025-09-04 08:24:35,2025-09-04 08:30:35,2025-09-04 04:24:35,2025-09-04 04:30:35
2025-09-04,"2025-09-04T08:30:35.0","2025-09-04T08:41:35.0",1,23,2025-09-04 08:30:35,2025-09-04 08:41:35,2025-09-04 04:30:35,2025-09-04 04:41:35
2025-09-04,"2025-09-04T08:41:35.0","2025-09-04T08:58:35.0",3,24,2025-09-04 08:41:35,2025-09-04 08:58:35,2025-09-04 04:41:35,2025-09-04 04:58:35
2025-09-04,"2025-09-04T08:58:35.0","2025-09-04T09:56:35.0",1,25,2025-09-04 08:58:35,2025-09-04 09:56:35,2025-09-04 04:58:35,2025-09-04 05:56:35
2025-09-04,"2025-09-04T09:56:35.0","2025-09-04T10:14:35.0",2,26,2025-09-04 09:56:35,2025-09-04 10:14:35,2025-09-04 05:56:35,2025-09-04 06:14:35
2025-09-04,"2025-09-04T10:14:35.0","2025-09-04T10:46:35.0",1,27,2025-09-04 10:14:35,2025-09-04 10:46:35,2025-09-04 06:14:35,2025-09-04 06:46:35
2025-09-04,"2025-09-04T10:46:35.0","2025-09-04T11:09:35.0",2,28,2025-09-04 10:46:35,2025-09-04 11:09:35,2025-09-04 06:46:35,2025-09-04 07:09:35
2025-09-04,"2025-09-04T11:09:35.0","2025-09-04T11:48:28.0",1,29,2025-09-04 11:09:35,2025-09-04 11:48:28,2025-09-04 07:09:35,2025-09-04 07:48:28
2025-09-05,"2025-09-05T03:03:56.0","2025-09-05T03:17:56.0",1,1,2025-09-05 03:03:56,2025-09-05 03:17:56,2025-09-04 23:03:56,2025-09-04 23:17:56
2025-09-05,"2025-09-05T03:17:56.0","2025-09-05T03:24:56.0",0,2,2025-09-05 03:17:56,2025-09-05 03:24:56,2025-09-04 23:17:56,2025-09-04 23:24:56
2025-09-05,"2025-09-05T03:24:56.0","2025-09-05T03:25:56.0",3,3,2025-09-05 03:24:56,2025-09-05 03:25:56,2025-09-04 23:24:56,2025-09-04 23:25:56
2025-09-05,"2025-09-05T03:25:56.0","2025-09-05T03:35:56.0",1,4,2025-09-05 03:25:56,2025-09-05 03:35:56,2025-09-04 23:25:56,2025-09-04 23:35:56
2025-09-05,"2025-09-05T03:35:56.0","2025-09-05T04:03:56.0",0,5,2025-09-05 03:35:56,2025-09-05 04:03:56,2025-09-04 23:35:56,2025-09-05 00:03:56
2025-09-05,"2025-09-05T04:03:56.0","2025-09-05T05:34:56.0",1,6,2025-09-05 04:03:56,2025-09-05 05:34:56,2025-09-05 00:03:56,2025-09-05 01:34:56
2025-09-05,"2025-09-05T05:34:56.0","2025-09-05T05:40:56.0",0,7,2025-09-05 05:34:56,2025-09-05 05:40:56,2025-09-05 01:34:56,2025-09-05 01:40:56
2025-09-05,"2025-09-05T05:40:56.0","2025-09-05T05:57:56.0",1,8,2025-09-05 05:40:56,2025-09-05 05:57:56,2025-09-05 01:40:56,2025-09-05 01:57:56
2025-09-05,"2025-09-05T05:57:56.0","2025-09-05T06:24:56.0",0,9,2025-09-05 05:57:56,2025-09-05 06:24:56,2025-09-05 01:57:56,2025-09-05 02:24:56
2025-09-05,"2025-09-05T06:24:56.0","2025-09-05T06:39:56.0",1,10,2025-09-05 06:24:56,2025-09-05 06:39:56,2025-09-05 02:24:56,2025-09-05 02:39:56
2025-09-05,"2025-09-05T06:39:56.0","2025-09-05T06:54:56.0",2,11,2025-09-05 06:39:56,2025-09-05 06:54:56,2025-09-05 02:39:56,2025-09-05 02:54:56
2025-09-05,"2025-09-05T06:54:56.0","2025-09-05T07:11:56.0",1,12,2025-09-05 06:54:56,2025-09-05 07:11:56,2025-09-05 02:54:56,2025-09-05 03:11:56
2025-09-05,"2025-09-05T07:11:56.0","2025-09-05T07:32:56.0",2,13,2025-09-05 07:11:56,2025-09-05 07:32:56,2025-09-05 03:11:56,2025-09-05 03:32:56
2025-09-05,"2025-09-05T07:32:56.0","2025-09-05T08:21:56.0",1,14,2025-09-05 07:32:56,2025-09-05 08:21:56,2025-09-05 03:32:56,2025-09-05 04:21:56
2025-09-05,"2025-09-05T08:21:56.0","2025-09-05T08:43:56.0",2,15,2025-09-05 08:21:56,2025-09-05 08:43:56,2025-09-05 04:21:56,2025-09-05 04:43:56
2025-09-05,"2025-09-05T08:43:56.0","2025-09-05T09:42:56.0",1,16,2025-09-05 08:43:56,2025-09-05 09:42:56,2025-09-05 04:43:56,2025-09-05 05:42:56
